batch_idx	src_id	src_title	src_url	src_published_at	dossier_nummer	rapport_titel	datum	vergaderjaar	vraag_nr	vraag	antwoord	antwoord_zie_nr	verwijzingen	llm_label	llm_confidence	llm_reasoning	defl_types	defl_notes
7	rekenkamer__kamerstuk:2012:09:10:beantwoording-kamervragen-over-het-rapport-geldstromen-in-het-hoger-beroepsonderwijs-in-2010	Beantwoording Kamervragen over het rapport Geldstromen in het hoger beroepsonderwijs in 2010	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2012/09/14/beantwoording-kamervragen-over-het-rapport-geldstromen-in-het-hoger-beroepsonderwijs-in-2010/Beantwoording+TK+vragen+HBO.pdf	2012-09-10	31 288, nr. 302	Geldstromen in het hoger beroepsonderwijs in 2010	10 september 2012	2011-2012	4	Heeft de Algemene Rekenkamer nader contact gehad met het kabinet over de mogelijkheden om tot een eenduidige definitie van overhead te komen, aangezien het terugdringen van overhead een van de criteria van de prestatieafspraken is?	Nee, wij hebben hierover geen contact gehad met het kabinet. We hebben in ons rapport aangegeven dat het aan de staatssecretaris is om te bepalen of en zo ja, welke definitie wordt gebruikt.			DEFL	H	De AR geeft aan geen contact te hebben gehad en verwijst de verantwoordelijkheid door naar de staatssecretaris. Er wordt geen substantieel inhoudelijk antwoord gegeven op de vraag.	MIN_POL	
7	rekenkamer__kamerstuk:2012:09:10:beantwoording-kamervragen-over-het-rapport-geldstromen-in-het-hoger-beroepsonderwijs-in-2010	Beantwoording Kamervragen over het rapport Geldstromen in het hoger beroepsonderwijs in 2010	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2012/09/14/beantwoording-kamervragen-over-het-rapport-geldstromen-in-het-hoger-beroepsonderwijs-in-2010/Beantwoording+TK+vragen+HBO.pdf	2012-09-10	31 288, nr. 302	Geldstromen in het hoger beroepsonderwijs in 2010	10 september 2012	2011-2012	11	Wat wordt verstaan onder 'overige huisvestingslasten'? Is dit verder te specificeren?	We hebben de hogescholen niet om een nadere specificatie gevraagd.			DEFL	H	De AR geeft aan dat zij de informatie niet heeft opgevraagd en dus niet kan specificeren. Er wordt geen inhoudelijk antwoord gegeven op de vraag, wat een duidelijke deflectie is.	NO_DATA	
9	rekenkamer__kamerstuk:2012:09:27:beantwoording-kamervragen-over-het-rapport-risico%E2%80%99s-voor-de-overheidsfinancien	Beantwoording Kamervragen over het rapport Risico’s voor de overheidsfinanciën	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2012/09/27/beantwoording-kamervragen-over-het-rapport-risico%E2%80%99s-voor-de-overheidsfinancien/Brief+aan+TK-vragen+overheidsfinancien.pdf	2012-09-27	33 299, nr. 2	Risico's voor de overheidsfinanciën; Inzicht en beheersing	27 september 2012	2011-2012	5	Hoe groot kan de invloed van schokken en ontwikkelingen die positief kunnen uitwerken voor de overheidsfinanciën zijn op de overheidsfinanciën?	Wij verwijzen u naar ons antwoord op vraag 1 en vraag 3. We hebben in het rapport geen inschatting gemaakt van de potentiële impact van positieve schokken en/of ontwikkelingen op de overheidsfinanciën. Onderzoek naar de invloed van positieve schokken en ontwikkelingen zou wel deel uit kunnen maken van de stresstesten met scenarioanalyses.			DEFL	H	De AR verwijst naar andere antwoorden en geeft expliciet aan dat zij geen inschatting hebben gemaakt van de potentiële impact van positieve schokken. Er wordt geen substantieel inhoudelijk antwoord gegeven op de vraag; de opmerking over stresstesten is slechts een suggestie zonder concrete aanbeveling.	FUTURE|SCOPE	
10	rekenkamer__kamerstuk:2012:10:25:beantwoording-kamervragen-bij-het-rapport-centra-voor-jeugd-en-gezin-in-gemeenten	Beantwoording Kamervragen over het rapport Centra voor Jeugd en Gezin in gemeenten	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2012/10/25/beantwoording-kamervragen-bij-het-rapport-centra-voor-jeugd-en-gezin-in-gemeenten/Beantwoording+vragen+TK+Jeugd+en+Gezin.pdf	2012-10-25	31 839, nr. 216	Centra voor Jeugd en Gezin in gemeenten	25 oktober 2012	2011-2012	9	Hoeveel provincies en welke hebben geld (eigen middelen) uitgegeven aan een CJG?	Dit is ons niet bekend. Provincies waren niet betrokken in het onderzoek.			DEFL	H	De AR geeft expliciet aan dat dit niet onderzocht is en dat provincies buiten het onderzoek vielen. Er wordt geen inhoudelijk antwoord gegeven.	SCOPE	
10	rekenkamer__kamerstuk:2012:10:25:beantwoording-kamervragen-bij-het-rapport-centra-voor-jeugd-en-gezin-in-gemeenten	Beantwoording Kamervragen over het rapport Centra voor Jeugd en Gezin in gemeenten	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2012/10/25/beantwoording-kamervragen-bij-het-rapport-centra-voor-jeugd-en-gezin-in-gemeenten/Beantwoording+vragen+TK+Jeugd+en+Gezin.pdf	2012-10-25	31 839, nr. 216	Centra voor Jeugd en Gezin in gemeenten	25 oktober 2012	2011-2012	10	Hoeveel (eigen) middelen van provincies, stadsregio's en gemeenten zijn er in totaal extra naar CJG's gegaan? Als dit niet bekend is, bent u bereid dit te onderzoeken?	Zie onze antwoorden op de vragen 4 en 9.			DEFL	H	De AR geeft geen inhoudelijk antwoord maar verwijst enkel naar andere vragen. Dit is een klassiek DEFL-patroon: 'Zie het antwoord bij vraag X' zonder eigen inhoud.	CROSS_REF	
12	rekenkamer__kamerstuk:2013:02:01:beantwoording-kamervragen-op-de-kamerbrief-vastgoedplan-defensie	Beantwoording Kamervragen over de Kamerbrief Vastgoedplan Defensie	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2013/02/01/beantwoording-kamervragen-op-de-kamerbrief-vastgoedplan-defensie/Brief+beantwoording+TK-vragen+Vastgoedplan+Defensie.pdf	2013-02-01	2012Z22420	Beantwoording vragen Tweede Kamer bij de brief van de Algemene Rekenkamer over Vastgoedplan Defensie	1 februari 2013	2012-2013	7	Heeft u inzicht gekregen in alle voor de besluitvorming over de marinierskazerne relevante informatie (zowel wat betreft documentatie van het Rijk als de provincie)?	Alle informatie die wij meenden nodig te hebben, hebben we bij het Ministerie van Defensie opgevraagd en verkregen. We hebben ons gericht op de informatie die ten grondslag lag aan de besluitvorming door de minister. Voor zo ver de minister daarbij informatie van anderen gebruikt — bijvoorbeeld van andere overheden- beoordelen wij het gebruik dat de minister van die informatie maakt. Onderzoek naar en beoordeling van de business cases die door een gemeente of provincie zelf zijn opgesteld, vallen buiten de reikwijdte van ons onderzoek en onze bevoegdheid.			DEFL	M	De AR beantwoordt de vraag niet volledig substantieel: ze beschrijft welke informatie ze wél heeft opgevraagd (bij Defensie), maar geeft expliciet aan dat informatie van provincie/gemeente buiten de reikwijdte en bevoegdheid van hun onderzoek valt. Het antwoord is grotendeels een afbakening van scope, wat DEFL kenmerkt. Er zit een beschrijvend element in (FEIT), maar het kernpunt is dat de vraag over 'alle relevante informatie' niet volledig wordt beantwoord.	SCOPE	
12	rekenkamer__kamerstuk:2013:02:01:beantwoording-kamervragen-op-de-kamerbrief-vastgoedplan-defensie	Beantwoording Kamervragen over de Kamerbrief Vastgoedplan Defensie	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2013/02/01/beantwoording-kamervragen-op-de-kamerbrief-vastgoedplan-defensie/Brief+beantwoording+TK-vragen+Vastgoedplan+Defensie.pdf	2013-02-01	2012Z22420	Beantwoording vragen Tweede Kamer bij de brief van de Algemene Rekenkamer over Vastgoedplan Defensie	1 februari 2013	2012-2013	8	Hoe beoordeelt u het feit dat de minister zich in het DMP-proces ten aanzien van de nieuwe marinierskazerne beperkt tot de A-fase, en de B, C en D-fase achterwege wil laten?	Het is aan de Tweede Kamer om met de minister desgewenst aanvullende afspraken te maken over de informatievoorziening over dit project.			DEFL	H	De AR geeft geen inhoudelijk oordeel of feitelijke informatie maar verwijst de vraag door naar de Tweede Kamer en de minister. Dit is een klassieke deflectie: 'Het is aan de Tweede Kamer om...'.	MIN_POL	
12	rekenkamer__kamerstuk:2013:02:01:beantwoording-kamervragen-op-de-kamerbrief-vastgoedplan-defensie	Beantwoording Kamervragen over de Kamerbrief Vastgoedplan Defensie	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2013/02/01/beantwoording-kamervragen-op-de-kamerbrief-vastgoedplan-defensie/Brief+beantwoording+TK-vragen+Vastgoedplan+Defensie.pdf	2013-02-01	2012Z22420	Beantwoording vragen Tweede Kamer bij de brief van de Algemene Rekenkamer over Vastgoedplan Defensie	1 februari 2013	2012-2013	16	Bent u bereid de besluitvormingsproces rondom de nieuwe marinierskazerne kritisch te blijven volgen en de Kamer daarover te informeren?	Ja, wij blijven het besluitvormingsproces over de marinierskazerne volgen. Indien we daar aanleiding voor zien, zullen we de Tweede Kamer daar aanvullend over informeren. Wij wijzen er wel op dat u voor de informatie allereerst afhankelijk bent van de wijze waarop de minister van Defensie u informeert.			DEFL	M	De AR zegt het proces te blijven volgen maar geeft geen inhoudelijke informatie. De toezegging is procedureel ('indien we aanleiding zien') en verwijst de Kamer voor informatie primair naar de minister van Defensie. Er is geen substantieel antwoord op de vraag.	MIN_POL	
12	rekenkamer__kamerstuk:2013:02:01:beantwoording-kamervragen-op-de-kamerbrief-vastgoedplan-defensie	Beantwoording Kamervragen over de Kamerbrief Vastgoedplan Defensie	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2013/02/01/beantwoording-kamervragen-op-de-kamerbrief-vastgoedplan-defensie/Brief+beantwoording+TK-vragen+Vastgoedplan+Defensie.pdf	2013-02-01	2012Z22420	Beantwoording vragen Tweede Kamer bij de brief van de Algemene Rekenkamer over Vastgoedplan Defensie	1 februari 2013	2012-2013	18	Hoe beoordeelt u het business plan voor het behoud van de KMS in Weert? Deelt u de opvatting van de minister dat het niet voorziet in een substantiële compensatie voor de structurele besparing van €4,2 miljoen die Defensie zou mislopen door de KMS in Weert te houden?	We hebben ons gericht op de informatie die ten grondslag lag aan de besluitvorming door het Ministerie van Defensie. Onderzoek naar de business cases van gemeenten of provincies zelf vallen buiten de reikwijdte van ons onderzoek en onze bevoegdheid (zie ook ons antwoord op vraag 7).			DEFL	H	De AR geeft expliciet aan dat het onderzoek naar de business case buiten de reikwijdte en bevoegdheid valt en verwijst naar een ander antwoord. Er wordt geen inhoudelijk oordeel of bevinding geleverd.	MIN_POL|SCOPE	
12	rekenkamer__kamerstuk:2013:02:01:beantwoording-kamervragen-op-de-kamerbrief-vastgoedplan-defensie	Beantwoording Kamervragen over de Kamerbrief Vastgoedplan Defensie	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2013/02/01/beantwoording-kamervragen-op-de-kamerbrief-vastgoedplan-defensie/Brief+beantwoording+TK-vragen+Vastgoedplan+Defensie.pdf	2013-02-01	2012Z22420	Beantwoording vragen Tweede Kamer bij de brief van de Algemene Rekenkamer over Vastgoedplan Defensie	1 februari 2013	2012-2013	20	Is uw onderzoek naar de ervaringen met afstootprojecten zoals Feniks en PrOMT beschikbaar voor de Kamer?	Er is geen afzonderlijke publicatie beschikbaar van het casusonderzoek naar twee van de vier Feniksprojecten en het PrOMT-project. In het antwoord op vraag 3 hebben wij deze uitkomsten nader toelicht.			DEFL	H	De AR geeft aan dat er geen afzonderlijke publicatie beschikbaar is en verwijst voor de inhoud naar het antwoord op vraag 3. Er wordt geen substantiële inhoud geleverd in dit antwoord zelf.	CROSS_REF|SCOPE	
12	rekenkamer__kamerstuk:2013:02:01:beantwoording-kamervragen-op-de-kamerbrief-vastgoedplan-defensie	Beantwoording Kamervragen over de Kamerbrief Vastgoedplan Defensie	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2013/02/01/beantwoording-kamervragen-op-de-kamerbrief-vastgoedplan-defensie/Brief+beantwoording+TK-vragen+Vastgoedplan+Defensie.pdf	2013-02-01	2012Z22420	Beantwoording vragen Tweede Kamer bij de brief van de Algemene Rekenkamer over Vastgoedplan Defensie	1 februari 2013	2012-2013	24	Op welke manier zet u uw onderzoek naar vastgoed bij Defensie voort?	Indien daartoe aanleiding is zullen we de Tweede Kamer aanvullend informeren over de ontwikkelingen bij het vastgoed van Defensie (zie overigens ook antwoord op vraag 16). Eén van de onderzoeksonderwerpen van onze huidige strategie is vastgoed. Er zullen dus meer rapportages over dit onderwerp volgen.			DEFL	H	De AR beantwoordt de vraag niet inhoudelijk maar verwijst naar toekomstige rapportages en een ander antwoord (vraag 16). Er wordt geen substantiële informatie, oordeel of aanbeveling gegeven over het vastgoedonderzoek zelf.	FUTURE	
13	rekenkamer__kamerstuk:2013:02:14:beantwoording-kamervragen-over-het-rapport-uitstapkosten-joint-strike-fighter	Beantwoording Kamervragen over het rapport Uitstapkosten Joint Strike Fighter	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2013/02/14/beantwoording-kamervragen-over-het-rapport-uitstapkosten-joint-strike-fighter/Beantwoording+TK-vragen+Uitstapkosten+JSF.pdf	2013-02-14	26488 / 31300	Uitstapkosten Joint Strike Fighter	14 februari 2013	2012-2013	1	Is het wenselijk om, na het bepalen van de ambities voor de krijgsmacht in de toekomstvisie, een nieuwe kandidatenvergelijking te maken tussen de verschillende alternatieven voor de vervanging van de F-16?	Het antwoord hierop is afhankelijk van de ambities die in de visie worden vastgesteld en de keuzes die gemaakt worden in de taken van de krijgsmacht en de capaciteiten die daarvoor nodig zijn. We merken op dat wij in onze brief aan de Tweede Kamer van 17 november 2009 overigens kanttekeningen hebben geplaatst bij de kandidatenevaluatie van 2008 (Tweede Kamer, vergaderjaar 2008-2009, 31 300, nr 12). Zie ook ons antwoord op vraag 8. De doorlooptijd van zo'n kandidatenvergelijking is 1 tot 2 jaar (zie ook antwoord op vraag 22).		31 300, nr 12: Kandidatenevaluatie 2008	DEFL	M	De AR beantwoordt de vraag niet inhoudelijk maar geeft aan dat het antwoord afhangt van nog te bepalen ambities, verwijst naar eerdere documenten en naar andere antwoorden (vraag 8 en 22). Er wordt geen eigen standpunt ingenomen over de wenselijkheid. De kanttekening bij de kandidatenevaluatie 2008 is een verwijzing, geen substantieel inhoudelijk antwoord op de gestelde vraag.	MIN_POL	
13	rekenkamer__kamerstuk:2013:02:14:beantwoording-kamervragen-over-het-rapport-uitstapkosten-joint-strike-fighter	Beantwoording Kamervragen over het rapport Uitstapkosten Joint Strike Fighter	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2013/02/14/beantwoording-kamervragen-over-het-rapport-uitstapkosten-joint-strike-fighter/Beantwoording+TK-vragen+Uitstapkosten+JSF.pdf	2013-02-14	26488 / 31300	Uitstapkosten Joint Strike Fighter	14 februari 2013	2012-2013	7	Wat is het beste moment om de F35 aan te schaffen, gelet op de stukprijs?	Gezien de fluctuaties van de stukprijs en de onvoorspelbaarheid daarvan, is hierop door ons geen zeker antwoord te geven. Wij hebben in ons onderzoek een aantal mechanismes rond de stuksprijs van de JSF geschetst. Het bepalen van het beste moment om de JSF aan te schaffen ligt in eerste instantie op de weg van de minister van Defensie. Deze ontvangt volgens de systematiek van het JSF-programma dit voorjaar nieuwe kosteninformatie over de JSF CTOL uit de Verenigde Staten.			DEFL	H	De AR geeft expliciet aan geen zeker antwoord te kunnen geven en verwijst voor de beslissing naar de minister van Defensie. Er wordt geen substantieel inhoudelijk antwoord gegeven op de vraag; de verwijzing naar geschetste mechanismes is slechts een terloopse opmerking zonder inhoud in dit antwoord.	MIN_POL	
